subscription_id,user_id,trial_started_at,paid_started_at,cancelled_at,monthly_price_usd,subscription_status
SUB0002053,U001115,,,,,never_subscribed
SUB0004579,U001116,2026-03-27 17:00:00,2026-04-03 17:00:00,,14.99,active
SUB0002519,U001117,,,,,never_subscribed
SUB0001245,U001118,,,,,never_subscribed
SUB0001964,U001119,,,,,never_subscribed
SUB0004683,U001120,,,,,never_subscribed
SUB0003723,U001121,,,,,never_subscribed
SUB0001802,U001122,,,,,never_subscribed
SUB0000006,U001123,,,,,never_subscribed
SUB0000533,U001124,,,,,never_subscribed
SUB0002484,U001125,2026-02-19 14:00:00,2026-02-26 14:00:00,,14.99,active
SUB0004766,U001126,,,,,never_subscribed
SUB0001653,U001127,,,,,never_subscribed
SUB0003697,U001128,,,,,never_subscribed
SUB0002489,U001129,2026-03-07 20:00:00,2026-03-14 20:00:00,,14.99,active
SUB0003280,U001130,,,,,never_subscribed
SUB0000351,U001131,,,,,never_subscribed
SUB0001519,U001132,,,,,never_subscribed
SUB0004080,U001133,,,,,never_subscribed
SUB0003876,U001134,2026-03-19 17:00:00,2026-03-26 17:00:00,,14.99,active
SUB0000332,U001135,,,,,never_subscribed
SUB0000681,U001136,,,,,never_subscribed
SUB0002832,U001137,,,,,never_subscribed
SUB0002911,U001138,2026-03-04 12:00:00,2026-03-11 12:00:00,,14.99,active
SUB0004870,U001139,,,,,never_subscribed
SUB0001861,U001140,,,,,never_subscribed
SUB0001790,U001141,,,,,never_subscribed
SUB0000905,U001142,,,,,never_subscribed
SUB0003358,U001143,2026-03-02 17:00:00,2026-03-09 17:00:00,,14.99,active
SUB0001103,U001144,,,,,never_subscribed
SUB0001585,U001145,,,,,never_subscribed
SUB0001683,U001146,,,,,never_subscribed
SUB0000079,U001147,,,,,never_subscribed
SUB0000406,U001148,,,,,never_subscribed
SUB0003093,U001149,,,,,never_subscribed
SUB0001691,U001150,,,,,never_subscribed
SUB0003180,U001151,,,,,never_subscribed
SUB0004873,U001152,,,,,never_subscribed
SUB0001169,U001153,,,,,never_subscribed
SUB0003755,U001154,,,,,never_subscribed
SUB0004680,U001155,,,,,never_subscribed
SUB0000766,U001156,,,,,never_subscribed
SUB0000418,U001157,,,,,never_subscribed
SUB0003366,U001158,,,,,never_subscribed
SUB0002765,U001159,,,,,never_subscribed
SUB0001390,U001160,,,,,never_subscribed
SUB0001684,U001161,,,,,never_subscribed
SUB0004920,U001162,,,,,never_subscribed
SUB0003330,U001163,,,,,never_subscribed
SUB0001010,U001164,,,,,never_subscribed
SUB0003675,U001165,2026-03-15 08:00:00,2026-03-22 08:00:00,,14.99,active
SUB0004151,U001166,,,,,never_subscribed
SUB0001272,U001167,,,,,never_subscribed
SUB0004006,U001168,,,,,never_subscribed
SUB0004955,U001169,,,,,never_subscribed
SUB0000207,U001170,,,,,never_subscribed
SUB0002905,U001171,,,,,never_subscribed
SUB0001413,U001172,,,,,never_subscribed
SUB0002605,U001173,,,,,never_subscribed
SUB0001412,U001174,,,,,never_subscribed
SUB0003479,U001175,,,,,never_subscribed
SUB0002673,U001176,2026-02-28 19:00:00,2026-03-07 19:00:00,,14.99,active
SUB0000564,U001177,,,,,never_subscribed
SUB0001066,U001178,2026-02-08 19:00:00,2026-02-15 19:00:00,,14.99,active
SUB0001070,U001179,,,,,never_subscribed
SUB0004416,U001180,,,,,never_subscribed
SUB0000618,U001181,,,,,never_subscribed
SUB0000878,U001182,,,,,never_subscribed
SUB0002016,U001183,2026-02-03 08:00:00,2026-02-10 08:00:00,,14.99,active
SUB0004935,U001184,,,,,never_subscribed
SUB0004056,U001185,,,,,never_subscribed
SUB0004898,U001186,,,,,never_subscribed
SUB0004664,U001187,,,,,never_subscribed
SUB0000305,U001188,,,,,never_subscribed
SUB0002868,U001189,,,,,never_subscribed
SUB0004187,U001190,,,,,never_subscribed
SUB0000195,U001191,,,,,never_subscribed
SUB0000764,U001192,,,,,never_subscribed
SUB0000738,U001193,,,,,never_subscribed
SUB0004543,U001194,,,,,never_subscribed
SUB0002431,U001195,,,,,never_subscribed
SUB0001862,U001196,,,,,never_subscribed
SUB0004701,U001197,,,,,never_subscribed
SUB0000156,U001198,,,,,never_subscribed
SUB0004327,U001199,,,,,never_subscribed
SUB0004732,U001200,,,,,never_subscribed
SUB0003695,U001201,,,,,never_subscribed
SUB0003177,U001202,,,,,never_subscribed
SUB0000154,U001203,,,,,never_subscribed
SUB0001705,U001204,,,,,never_subscribed
SUB0001175,U001205,,,,,never_subscribed
SUB0001073,U001206,,,,,never_subscribed
SUB0001996,U001207,,,,,never_subscribed
SUB0001611,U001208,,,,,never_subscribed
SUB0003815,U001209,,,,,never_subscribed
SUB0002365,U001210,,,,,never_subscribed
SUB0004991,U001211,,,,,never_subscribed
SUB0000877,U001212,,,,,never_subscribed
SUB0002149,U001213,,,,,never_subscribed
SUB0000229,U001214,2026-01-23 19:00:00,2026-01-30 19:00:00,2026-02-21 19:00:00,14.99,cancelled
SUB0003192,U001215,,,,,never_subscribed
SUB0001866,U001216,,,,,never_subscribed
SUB0004301,U001217,,,,,never_subscribed
SUB0000631,U001218,2026-02-03 16:00:00,2026-02-10 16:00:00,,14.99,active
SUB0003448,U001219,,,,,never_subscribed
SUB0004879,U001220,,,,,never_subscribed
SUB0001647,U001221,2026-02-20 13:00:00,2026-02-27 13:00:00,,14.99,active
SUB0002269,U001222,,,,,never_subscribed
SUB0004240,U001223,2026-04-10 12:00:00,2026-04-17 12:00:00,,14.99,active
SUB0004307,U001224,2026-03-30 21:00:00,2026-04-06 21:00:00,,14.99,active
SUB0004021,U001225,,,,,never_subscribed
SUB0001064,U001226,,,,,never_subscribed
SUB0001471,U001227,,,,,never_subscribed
SUB0004134,U001228,,,,,never_subscribed
SUB0002158,U001229,,,,,never_subscribed
SUB0000401,U001230,,,,,never_subscribed
SUB0003225,U001231,,,,,never_subscribed
SUB0001187,U001232,,,,,never_subscribed
SUB0003931,U001233,,,,,never_subscribed
SUB0000448,U001234,2026-01-07 17:00:00,2026-01-14 17:00:00,,14.99,active
SUB0002048,U001235,,,,,never_subscribed
SUB0004585,U001236,,,,,never_subscribed
SUB0001787,U001237,,,,,never_subscribed
SUB0002129,U001238,,,,,never_subscribed
SUB0003858,U001239,,,,,never_subscribed
SUB0004375,U001240,,,,,never_subscribed
SUB0003598,U001241,,,,,never_subscribed
SUB0001029,U001242,,,,,never_subscribed
SUB0004812,U001243,,,,,never_subscribed
SUB0003101,U001244,,,,,never_subscribed
SUB0000708,U001245,,,,,never_subscribed
SUB0004295,U001246,,,,,never_subscribed
SUB0003816,U001247,,,,,never_subscribed
SUB0004551,U001248,,,,,never_subscribed
SUB0000944,U001249,,,,,never_subscribed
SUB0001360,U001250,2026-02-20 20:00:00,2026-02-27 20:00:00,,14.99,active
SUB0002099,U001251,,,,,never_subscribed
SUB0001982,U001252,,,,,never_subscribed
SUB0000963,U001253,,,,,never_subscribed
SUB0003467,U001254,2026-03-29 10:00:00,2026-04-05 10:00:00,,14.99,active
SUB0001890,U001255,,,,,never_subscribed
SUB0003523,U001256,2026-03-03 13:00:00,2026-03-10 13:00:00,,14.99,active
SUB0001565,U001257,,,,,never_subscribed
SUB0002167,U001258,,,,,never_subscribed
SUB0002841,U001259,,,,,never_subscribed
SUB0000342,U001260,,,,,never_subscribed
SUB0002347,U001261,,,,,never_subscribed
SUB0001706,U001262,,,,,never_subscribed
SUB0000716,U001263,2026-01-21 15:00:00,2026-01-28 15:00:00,,14.99,active
SUB0000784,U001264,,,,,never_subscribed
SUB0002596,U001265,,,,,never_subscribed
SUB0003220,U001266,,,,,never_subscribed
SUB0004647,U001267,,,,,never_subscribed
SUB0001664,U001268,,,,,never_subscribed
SUB0000011,U001269,,,,,never_subscribed
SUB0001788,U001270,,,,,never_subscribed
SUB0002653,U001271,,,,,never_subscribed
SUB0000651,U001272,,,,,never_subscribed
SUB0000798,U001273,,,,,never_subscribed
SUB0000387,U001274,2026-01-25 19:00:00,2026-02-01 19:00:00,,14.99,active
SUB0004070,U001275,,,,,never_subscribed
SUB0000482,U001276,,,,,never_subscribed
SUB0001080,U001277,,,,,never_subscribed
SUB0001537,U001278,,,,,never_subscribed
SUB0001930,U001279,,,,,never_subscribed
SUB0003265,U001280,,,,,never_subscribed
SUB0000929,U001281,,,,,never_subscribed
SUB0002266,U001282,,,,,never_subscribed
SUB0000657,U001283,2026-01-29 08:00:00,2026-02-05 08:00:00,,14.99,active
SUB0002120,U001284,,,,,never_subscribed
SUB0003315,U001285,,,,,never_subscribed
SUB0002186,U001286,,,,,never_subscribed
SUB0001434,U001287,,,,,never_subscribed
SUB0002407,U001288,,,,,never_subscribed
SUB0003857,U001289,,,,,never_subscribed
SUB0000504,U001290,,,,,never_subscribed
SUB0004251,U001291,,,,,never_subscribed
SUB0004442,U001292,,,,,never_subscribed
SUB0004773,U001293,,,,,never_subscribed
SUB0002898,U001294,2026-02-25 14:00:00,2026-03-04 14:00:00,,14.99,active
SUB0003908,U001295,,,,,never_subscribed
SUB0002668,U001296,,,,,never_subscribed
SUB0001052,U001297,,,,,never_subscribed
SUB0004377,U001298,,,,,never_subscribed
SUB0003279,U001299,2026-02-28 22:00:00,2026-03-07 22:00:00,,14.99,active
SUB0004459,U001300,2026-03-23 22:00:00,2026-03-30 22:00:00,,14.99,active
SUB0002558,U001301,,,,,never_subscribed
SUB0001198,U001302,,,,,never_subscribed
SUB0003633,U001303,,,,,never_subscribed
SUB0000362,U001304,,,,,never_subscribed
SUB0000336,U001305,,,,,never_subscribed
SUB0001514,U001306,,,,,never_subscribed
SUB0001508,U001307,,,,,never_subscribed
SUB0000755,U001308,,,,,never_subscribed
SUB0001704,U001309,,,,,never_subscribed
SUB0003618,U001310,,,,,never_subscribed
SUB0000634,U001311,,,,,never_subscribed
SUB0000109,U001312,,,,,never_subscribed
SUB0000913,U001313,,,,,never_subscribed
SUB0002904,U001314,,,,,never_subscribed
SUB0001756,U001315,2026-02-18 12:00:00,2026-02-25 12:00:00,,14.99,active
SUB0000813,U001316,2026-01-17 18:00:00,2026-01-24 18:00:00,,14.99,active
SUB0000589,U001317,,,,,never_subscribed
SUB0001813,U001318,,,,,never_subscribed
SUB0003391,U001319,2026-02-26 21:00:00,2026-03-05 21:00:00,,14.99,active
SUB0004059,U001320,,,,,never_subscribed
SUB0003672,U001321,,,,,never_subscribed
SUB0002676,U001322,,,,,never_subscribed
SUB0001288,U001323,,,,,never_subscribed
SUB0003787,U001324,,,,,never_subscribed
SUB0002532,U001325,,,,,never_subscribed
SUB0000552,U001326,,,,,never_subscribed
SUB0002479,U001327,,,,,never_subscribed
SUB0001936,U001328,,,,,never_subscribed
SUB0003340,U001329,,,,,never_subscribed
SUB0004068,U001330,,,,,never_subscribed
SUB0004343,U001331,,,,,never_subscribed
SUB0000358,U001332,,,,,never_subscribed
SUB0004404,U001333,,,,,never_subscribed
SUB0003615,U001334,,,,,never_subscribed
SUB0002906,U001335,,,,,never_subscribed
SUB0004387,U001336,,,,,never_subscribed
SUB0003614,U001337,,,,,never_subscribed
SUB0003057,U001338,2026-03-16 08:00:00,2026-03-23 08:00:00,,14.99,active
SUB0000980,U001339,,,,,never_subscribed
SUB0004934,U001340,,,,,never_subscribed
SUB0004825,U001341,,,,,never_subscribed
SUB0000530,U001342,,,,,never_subscribed
SUB0002521,U001343,,,,,never_subscribed
SUB0002859,U001344,,,,,never_subscribed
SUB0001845,U001345,,,,,never_subscribed
SUB0002213,U001346,,,,,never_subscribed
SUB0000503,U001347,2026-01-27 19:00:00,2026-02-03 19:00:00,2026-02-12 19:00:00,14.99,cancelled
SUB0004150,U001348,2026-03-24 08:00:00,2026-03-31 08:00:00,2026-04-09 08:00:00,14.99,cancelled
SUB0004902,U001349,,,,,never_subscribed
SUB0001876,U001350,,,,,never_subscribed
SUB0001197,U001351,,,,,never_subscribed
SUB0004186,U001352,,,,,never_subscribed
SUB0001762,U001353,,,,,never_subscribed
SUB0004668,U001354,,,,,never_subscribed
SUB0003356,U001355,,,,,never_subscribed
SUB0003121,U001356,,,,,never_subscribed
SUB0004740,U001357,,,,,never_subscribed
SUB0002583,U001358,,,,,never_subscribed
SUB0004122,U001359,2026-03-21 16:00:00,2026-03-28 16:00:00,,14.99,active
SUB0001429,U001360,,,,,never_subscribed
SUB0004486,U001361,2026-03-18 09:00:00,2026-03-25 09:00:00,,14.99,active
SUB0003786,U001362,,,,,never_subscribed
SUB0003078,U001363,,,,,never_subscribed
SUB0001181,U001364,,,,,never_subscribed
SUB0002833,U001365,2026-02-25 22:00:00,2026-03-04 22:00:00,2026-03-15 22:00:00,14.99,cancelled
SUB0003934,U001366,,,,,never_subscribed
SUB0000828,U001367,,,,,never_subscribed
SUB0002126,U001368,,,,,never_subscribed
SUB0001265,U001369,,,,,never_subscribed
SUB0000599,U001370,,,,,never_subscribed
SUB0004324,U001371,,,,,never_subscribed
SUB0004400,U001372,,,,,never_subscribed
SUB0004628,U001373,,,,,never_subscribed
SUB0001464,U001374,,,,,never_subscribed
SUB0004515,U001375,2026-03-27 13:00:00,2026-04-03 13:00:00,,14.99,active
SUB0002222,U001376,,,,,never_subscribed
SUB0004446,U001377,,,,,never_subscribed
SUB0003692,U001378,,,,,never_subscribed
SUB0000688,U001379,,,,,never_subscribed
SUB0000623,U001380,,,,,never_subscribed
SUB0004005,U001381,,,,,never_subscribed
SUB0002742,U001382,,,,,never_subscribed
SUB0003895,U001383,,,,,never_subscribed
SUB0003264,U001384,,,,,never_subscribed
SUB0004384,U001385,,,,,never_subscribed
SUB0000560,U001386,2026-02-03 16:00:00,2026-02-10 16:00:00,2026-03-22 16:00:00,14.99,cancelled
SUB0003439,U001387,,,,,never_subscribed
SUB0002671,U001388,,,,,never_subscribed
SUB0003058,U001389,,,,,never_subscribed
SUB0000062,U001390,2026-01-29 17:00:00,2026-02-05 17:00:00,,14.99,active
SUB0002009,U001391,,,,,never_subscribed
SUB0002020,U001392,,,,,never_subscribed
SUB0001700,U001393,2026-02-08 17:00:00,2026-02-15 17:00:00,,14.99,active
SUB0002254,U001394,2026-02-09 16:00:00,2026-02-16 16:00:00,2026-03-04 16:00:00,14.99,cancelled
SUB0000539,U001395,,,,,never_subscribed
SUB0003073,U001396,,,,,never_subscribed
SUB0004027,U001397,2026-03-09 20:00:00,2026-03-16 20:00:00,,14.99,active
SUB0000817,U001398,,,,,never_subscribed
SUB0004272,U001399,,,,,never_subscribed
SUB0002105,U001400,,,,,never_subscribed
SUB0001192,U001401,,,,,never_subscribed
SUB0000992,U001402,,,,,never_subscribed
SUB0002289,U001403,,,,,never_subscribed
SUB0002632,U001404,,,,,never_subscribed
SUB0003309,U001405,,,,,never_subscribed
SUB0001405,U001406,,,,,never_subscribed
SUB0003005,U001407,,,,,never_subscribed
SUB0002705,U001408,,,,,never_subscribed
SUB0002015,U001409,,,,,never_subscribed
SUB0000474,U001410,,,,,never_subscribed
SUB0002369,U001411,,,,,never_subscribed
SUB0002422,U001412,,,,,never_subscribed
SUB0002825,U001413,2026-03-17 11:00:00,2026-03-24 11:00:00,,14.99,active
SUB0000856,U001414,2026-01-26 11:00:00,2026-02-02 11:00:00,,14.99,active
SUB0001047,U001415,2026-02-02 17:00:00,2026-02-09 17:00:00,,14.99,active
SUB0001441,U001416,2026-02-24 08:00:00,2026-03-03 08:00:00,,14.99,active
SUB0001960,U001417,,,,,never_subscribed
SUB0003665,U001418,2026-03-07 19:00:00,2026-03-14 19:00:00,2026-04-08 19:00:00,14.99,cancelled
SUB0000900,U001419,,,,,never_subscribed
SUB0001218,U001420,,,,,never_subscribed
SUB0003838,U001421,,,,,never_subscribed
SUB0004009,U001422,,,,,never_subscribed
SUB0003251,U001423,2026-02-23 14:00:00,2026-03-02 14:00:00,,14.99,active
SUB0000359,U001424,,,,,never_subscribed
SUB0000224,U001425,,,,,never_subscribed
SUB0003716,U001426,,,,,never_subscribed
SUB0001932,U001427,,,,,never_subscribed
SUB0000898,U001428,,,,,never_subscribed
SUB0000578,U001429,,,,,never_subscribed
SUB0004768,U001430,,,,,never_subscribed
SUB0003491,U001431,2026-03-09 09:00:00,2026-03-16 09:00:00,,14.99,active
SUB0001710,U001432,,,,,never_subscribed
SUB0002317,U001433,,,,,never_subscribed
SUB0001804,U001434,,,,,never_subscribed
SUB0003647,U001435,2026-03-08 16:00:00,2026-03-15 16:00:00,,14.99,active
SUB0003762,U001436,,,,,never_subscribed
SUB0000275,U001437,,,,,never_subscribed
SUB0000226,U001438,,,,,never_subscribed
SUB0002724,U001439,,,,,never_subscribed
SUB0001620,U001440,,,,,never_subscribed
SUB0002065,U001441,2026-03-08 10:00:00,2026-03-15 10:00:00,,14.99,active
SUB0002619,U001442,,,,,never_subscribed
SUB0000816,U001443,,,,,never_subscribed
SUB0000502,U001444,,,,,never_subscribed
SUB0001956,U001445,,,,,never_subscribed
SUB0002350,U001446,,,,,never_subscribed
SUB0000141,U001447,,,,,never_subscribed
SUB0002452,U001448,,,,,never_subscribed
SUB0001004,U001449,,,,,never_subscribed
SUB0003801,U001450,,,,,never_subscribed
SUB0002203,U001451,2026-02-18 20:00:00,2026-02-25 20:00:00,,14.99,active
SUB0003829,U001452,,,,,never_subscribed
SUB0000994,U001453,,,,,never_subscribed
SUB0001639,U001454,,,,,never_subscribed
SUB0003835,U001455,,,,,never_subscribed
SUB0002580,U001456,,,,,never_subscribed
SUB0004811,U001457,,,,,never_subscribed
SUB0003837,U001458,,,,,never_subscribed
SUB0003782,U001459,,,,,never_subscribed
SUB0003377,U001460,,,,,never_subscribed
SUB0003743,U001461,,,,,never_subscribed
SUB0000741,U001462,,,,,never_subscribed
SUB0003317,U001463,2026-03-01 20:00:00,2026-03-08 20:00:00,,14.99,active
SUB0003745,U001464,,,,,never_subscribed
SUB0000367,U001465,,,,,never_subscribed
SUB0003168,U001466,,,,,never_subscribed
SUB0004457,U001467,,,,,never_subscribed
SUB0001269,U001468,2026-01-22 19:00:00,2026-01-29 19:00:00,,14.99,active
SUB0004401,U001469,,,,,never_subscribed
SUB0003379,U001470,,,,,never_subscribed
SUB0001380,U001471,,,,,never_subscribed
SUB0002903,U001472,,,,,never_subscribed
SUB0002108,U001473,,,,,never_subscribed
SUB0003993,U001474,,,,,never_subscribed
SUB0004018,U001475,,,,,never_subscribed
SUB0003124,U001476,,,,,never_subscribed
SUB0000702,U001477,,,,,never_subscribed
SUB0004748,U001478,,,,,never_subscribed
SUB0002666,U001479,2026-03-15 09:00:00,2026-03-22 09:00:00,,14.99,active
SUB0004997,U001480,,,,,never_subscribed
SUB0000591,U001481,,,,,never_subscribed
SUB0001289,U001482,,,,,never_subscribed
SUB0004930,U001483,2026-04-18 09:00:00,2026-04-25 09:00:00,,14.99,active
SUB0002887,U001484,,,,,never_subscribed
SUB0001356,U001485,,,,,never_subscribed
SUB0002086,U001486,,,,,never_subscribed
SUB0001238,U001487,,,,,never_subscribed
SUB0002271,U001488,,,,,never_subscribed
SUB0001201,U001489,,,,,never_subscribed
SUB0000428,U001490,2026-02-01 11:00:00,2026-02-08 11:00:00,,14.99,active
SUB0000353,U001491,,,,,never_subscribed
SUB0003870,U001492,,,,,never_subscribed
SUB0002250,U001493,,,,,never_subscribed
SUB0001885,U001494,,,,,never_subscribed
SUB0000709,U001495,,,,,never_subscribed
SUB0003730,U001496,,,,,never_subscribed
SUB0002498,U001497,,,,,never_subscribed
SUB0000870,U001498,,,,,never_subscribed
SUB0004012,U001499,,,,,never_subscribed
SUB0004525,U001500,,,,,never_subscribed
SUB0000308,U001501,,,,,never_subscribed
SUB0001511,U001502,,,,,never_subscribed
SUB0002346,U001503,,,,,never_subscribed
SUB0003975,U001504,,,,,never_subscribed
SUB0001596,U001505,,,,,never_subscribed
SUB0001525,U001506,2026-02-19 08:00:00,2026-02-26 08:00:00,,14.99,active
SUB0002592,U001507,,,,,never_subscribed
SUB0000256,U001508,2026-02-08 09:00:00,2026-02-15 09:00:00,,14.99,active
SUB0003079,U001509,,,,,never_subscribed
SUB0003747,U001510,,,,,never_subscribed
SUB0003374,U001511,,,,,never_subscribed
SUB0002650,U001512,,,,,never_subscribed
SUB0000955,U001513,,,,,never_subscribed
SUB0004580,U001514,2026-03-24 14:00:00,2026-03-31 14:00:00,,14.99,active
SUB0001114,U001515,,,,,never_subscribed
SUB0000365,U001516,,,,,never_subscribed
SUB0004221,U001517,,,,,never_subscribed
SUB0002062,U001518,,,,,never_subscribed
SUB0001505,U001519,2026-02-08 17:00:00,2026-02-15 17:00:00,,14.99,active
SUB0002947,U001520,,,,,never_subscribed
SUB0001046,U001521,,,,,never_subscribed
SUB0001629,U001522,2026-02-19 08:00:00,2026-02-26 08:00:00,2026-03-22 08:00:00,14.99,cancelled
SUB0002231,U001523,,,,,never_subscribed
SUB0001551,U001524,,,,,never_subscribed
SUB0002687,U001525,,,,,never_subscribed
SUB0003812,U001526,,,,,never_subscribed
SUB0001095,U001527,,,,,never_subscribed
SUB0004562,U001528,,,,,never_subscribed
SUB0002881,U001529,,,,,never_subscribed
SUB0002307,U001530,,,,,never_subscribed
SUB0002933,U001531,,,,,never_subscribed
SUB0000193,U001532,,,,,never_subscribed
SUB0000131,U001533,2026-01-13 10:00:00,2026-01-20 10:00:00,,14.99,active
SUB0002628,U001534,,,,,never_subscribed
SUB0002923,U001535,,,,,never_subscribed
SUB0003210,U001536,,,,,never_subscribed
SUB0000620,U001537,2026-01-10 20:00:00,2026-01-17 20:00:00,,14.99,active
SUB0004513,U001538,,,,,never_subscribed
SUB0004066,U001539,,,,,never_subscribed
SUB0001158,U001540,,,,,never_subscribed
SUB0004989,U001541,,,,,never_subscribed
SUB0002490,U001542,,,,,never_subscribed
SUB0003960,U001543,,,,,never_subscribed
SUB0002418,U001544,,,,,never_subscribed
SUB0000232,U001545,,,,,never_subscribed
SUB0004361,U001546,,,,,never_subscribed
SUB0000422,U001547,,,,,never_subscribed
SUB0002125,U001548,,,,,never_subscribed
SUB0001107,U001549,2026-02-01 10:00:00,2026-02-08 10:00:00,,14.99,active
SUB0000010,U001550,2026-01-21 10:00:00,2026-01-28 10:00:00,,14.99,active
SUB0002304,U001551,,,,,never_subscribed
SUB0000602,U001552,,,,,never_subscribed
SUB0001824,U001553,,,,,never_subscribed
SUB0000509,U001554,,,,,never_subscribed
SUB0004733,U001555,,,,,never_subscribed
SUB0004069,U001556,,,,,never_subscribed
SUB0000160,U001557,,,,,never_subscribed
SUB0001671,U001558,,,,,never_subscribed
SUB0000807,U001559,,,,,never_subscribed
SUB0001123,U001560,,,,,never_subscribed
SUB0002647,U001561,,,,,never_subscribed
SUB0002729,U001562,,,,,never_subscribed
SUB0000966,U001563,,,,,never_subscribed
SUB0002871,U001564,,,,,never_subscribed
SUB0001327,U001565,2026-02-09 09:00:00,2026-02-16 09:00:00,,14.99,active
SUB0000863,U001566,,,,,never_subscribed
SUB0004886,U001567,,,,,never_subscribed
SUB0001000,U001568,,,,,never_subscribed
SUB0004968,U001569,,,,,never_subscribed
SUB0000481,U001570,2026-02-10 14:00:00,2026-02-17 14:00:00,2026-02-20 14:00:00,14.99,cancelled
SUB0001715,U001571,,,,,never_subscribed
SUB0000478,U001572,,,,,never_subscribed
SUB0004499,U001573,2026-04-01 13:00:00,2026-04-08 13:00:00,,14.99,active
SUB0001378,U001574,,,,,never_subscribed
SUB0002184,U001575,,,,,never_subscribed
SUB0002471,U001576,,,,,never_subscribed
SUB0001643,U001577,,,,,never_subscribed
SUB0003585,U001578,,,,,never_subscribed
SUB0002156,U001579,2026-03-06 21:00:00,2026-03-13 21:00:00,,14.99,active
SUB0004591,U001580,2026-04-05 13:00:00,2026-04-12 13:00:00,,14.99,active
SUB0000346,U001581,,,,,never_subscribed
SUB0001962,U001582,2026-02-25 09:00:00,2026-03-04 09:00:00,,14.99,active
SUB0004739,U001583,,,,,never_subscribed
SUB0004244,U001584,2026-04-12 22:00:00,2026-04-19 22:00:00,,14.99,active
SUB0001574,U001585,,,,,never_subscribed
SUB0002527,U001586,,,,,never_subscribed
SUB0003552,U001587,,,,,never_subscribed
SUB0004936,U001588,,,,,never_subscribed
SUB0002382,U001589,,,,,never_subscribed
SUB0004140,U001590,,,,,never_subscribed
SUB0003351,U001591,,,,,never_subscribed
SUB0003729,U001592,,,,,never_subscribed
SUB0000204,U001593,,,,,never_subscribed
SUB0004138,U001594,,,,,never_subscribed
SUB0000971,U001595,,,,,never_subscribed
SUB0004899,U001596,,,,,never_subscribed
SUB0002646,U001597,,,,,never_subscribed
SUB0004606,U001598,,,,,never_subscribed
SUB0004815,U001599,,,,,never_subscribed
SUB0000879,U001600,,,,,never_subscribed
SUB0001353,U001601,,,,,never_subscribed
SUB0003578,U001602,,,,,never_subscribed
SUB0004961,U001603,,,,,never_subscribed
SUB0000912,U001604,,,,,never_subscribed
SUB0002107,U001605,,,,,never_subscribed
SUB0000477,U001606,,,,,never_subscribed
SUB0002110,U001607,,,,,never_subscribed
SUB0002717,U001608,,,,,never_subscribed
SUB0003026,U001609,2026-03-01 14:00:00,2026-03-08 14:00:00,,14.99,active
SUB0000242,U001610,,,,,never_subscribed
SUB0003637,U001611,,,,,never_subscribed
SUB0001558,U001612,2026-02-03 18:00:00,2026-02-10 18:00:00,2026-03-22 18:00:00,14.99,cancelled
SUB0004333,U001613,,,,,never_subscribed
SUB0004073,U001614,,,,,never_subscribed
SUB0001054,U001615,,,,,never_subscribed
SUB0000643,U001616,,,,,never_subscribed
SUB0000814,U001617,,,,,never_subscribed
SUB0002361,U001618,,,,,never_subscribed
SUB0003476,U001619,,,,,never_subscribed
SUB0003037,U001620,,,,,never_subscribed
SUB0002164,U001621,,,,,never_subscribed
SUB0001510,U001622,,,,,never_subscribed
SUB0001874,U001623,2026-02-07 17:00:00,2026-02-14 17:00:00,2026-02-22 17:00:00,14.99,cancelled
SUB0003726,U001624,,,,,never_subscribed
SUB0003663,U001625,2026-03-25 20:00:00,2026-04-01 20:00:00,,14.99,active
SUB0003602,U001626,,,,,never_subscribed
SUB0004549,U001627,,,,,never_subscribed
SUB0002313,U001628,,,,,never_subscribed
SUB0001617,U001629,2026-02-07 10:00:00,2026-02-14 10:00:00,,14.99,active
SUB0003070,U001630,,,,,never_subscribed
SUB0003769,U001631,,,,,never_subscribed
SUB0001328,U001632,,,,,never_subscribed
SUB0001325,U001633,,,,,never_subscribed
SUB0003627,U001634,,,,,never_subscribed
SUB0000150,U001635,,,,,never_subscribed
SUB0004393,U001636,,,,,never_subscribed
SUB0000683,U001637,,,,,never_subscribed
SUB0002738,U001638,2026-03-09 10:00:00,2026-03-16 10:00:00,,14.99,active
SUB0004903,U001639,,,,,never_subscribed
SUB0000170,U001640,,,,,never_subscribed
SUB0003653,U001641,,,,,never_subscribed
SUB0002659,U001642,2026-03-09 16:00:00,2026-03-16 16:00:00,2026-04-20 16:00:00,14.99,cancelled
SUB0001712,U001643,2026-02-07 14:00:00,2026-02-14 14:00:00,,14.99,active
SUB0004346,U001644,,,,,never_subscribed
SUB0003760,U001645,,,,,never_subscribed
SUB0001484,U001646,,,,,never_subscribed
SUB0000464,U001647,,,,,never_subscribed
SUB0002667,U001648,,,,,never_subscribed
SUB0002888,U001649,,,,,never_subscribed
SUB0001908,U001650,,,,,never_subscribed
SUB0000694,U001651,,,,,never_subscribed
SUB0001037,U001652,,,,,never_subscribed
SUB0002023,U001653,,,,,never_subscribed
SUB0000187,U001654,2026-01-21 13:00:00,2026-01-28 13:00:00,2026-02-27 13:00:00,14.99,cancelled
SUB0004881,U001655,,,,,never_subscribed
SUB0000767,U001656,,,,,never_subscribed
SUB0000118,U001657,,,,,never_subscribed
SUB0002216,U001658,,,,,never_subscribed
SUB0000864,U001659,,,,,never_subscribed
