user_id,signup_ts,country_code,device_os,acquisition_channel,app_version_at_signup,marketing_consent
U001164,2026-01-16 20:24:33,US,Android,Search,3.4.2,1
U001668,2026-01-16 20:38:36,UK,Android,Referral,3.6.1,1
U001799,2026-01-16 20:57:40,US,Android,Organic,3.6.1,1
U002927,2026-01-16 21:31:24,CA,Android,Organic,3.5.0,1
U000444,2026-01-16 21:47:12,CA,iOS,Paid Social,3.5.0,1
U003496,2026-01-16 21:59:51,CA,iOS,Organic,3.6.1,1
U003107,2026-01-16 22:05:57,AU,iOS,Paid Social,3.4.2,1
U003567,2026-01-16 22:24:08,US,Android,Organic,3.4.2,1
U001035,2026-01-16 22:38:13,US,iOS,Paid Social,3.5.0,0
U000710,2026-01-16 22:52:05,US,Android,Paid Social,3.6.1,1
U000009,2026-01-16 23:01:01,US,Android,Influencer,3.6.1,0
U000527,2026-01-16 23:06:30,UK,iOS,Organic,3.5.0,1
U002345,2026-01-16 23:08:09,US,Android,Organic,3.6.1,1
U004564,2026-01-16 23:14:18,US,iOS,Paid Social,3.5.0,1
U002422,2026-01-16 23:42:26,US,iOS,Referral,3.6.1,0
U000786,2026-01-16 23:48:39,CA,iOS,Referral,3.6.1,1
U000742,2026-01-17 00:10:51,AU,iOS,Search,3.5.0,1
U003608,2026-01-17 00:11:07,US,iOS,Search,3.6.1,0
U000722,2026-01-17 00:13:31,US,Android,Influencer,3.4.2,1
U001242,2026-01-17 00:39:29,UK,iOS,Organic,3.5.0,1
U003958,2026-01-17 00:52:32,CA,Android,Organic,3.6.1,1
U000374,2026-01-17 01:05:19,CA,iOS,Paid Social,3.6.1,1
U004528,2026-01-17 01:50:47,US,iOS,Referral,3.4.2,1
U002586,2026-01-17 01:54:32,UK,Android,Organic,3.6.1,1
U000029,2026-01-17 02:11:54,US,iOS,Organic,3.5.0,1
U004221,2026-01-17 03:02:11,US,iOS,Organic,3.5.0,0
U002688,2026-01-17 03:17:55,UK,iOS,Organic,3.6.1,1
U001652,2026-01-17 03:28:06,UK,Android,Paid Social,3.6.1,1
U000965,2026-01-17 03:32:18,CA,iOS,Organic,3.5.0,1
U000536,2026-01-17 04:15:55,US,iOS,Organic,3.4.2,1
U004304,2026-01-17 04:54:52,US,Android,Paid Social,3.4.2,0
U001836,2026-01-17 04:55:40,UK,Android,Organic,3.5.0,1
U004541,2026-01-17 04:56:55,US,Android,Paid Social,3.5.0,1
U002514,2026-01-17 04:58:42,US,iOS,Organic,3.6.1,1
U000652,2026-01-17 05:34:07,US,iOS,Referral,3.5.0,1
U000559,2026-01-17 05:45:40,US,iOS,Referral,3.4.2,1
U001521,2026-01-17 05:49:19,US,Android,Organic,3.4.2,1
U001415,2026-01-17 05:51:00,US,iOS,Search,3.5.0,1
U000840,2026-01-17 06:39:31,US,iOS,Organic,3.6.1,1
U003761,2026-01-17 06:41:54,UK,Android,Paid Social,3.4.2,0
U002199,2026-01-17 07:23:41,US,Android,Paid Social,3.6.1,0
U000529,2026-01-17 07:43:44,AU,iOS,Organic,3.4.2,0
U001297,2026-01-17 08:25:42,US,iOS,Paid Social,3.6.1,0
U000315,2026-01-17 08:48:49,CA,iOS,Organic,3.6.1,1
U001615,2026-01-17 10:25:32,AU,Android,Organic,3.4.2,1
U003554,2026-01-17 10:36:20,US,iOS,Paid Social,3.6.1,1
U001931,2026-01-17 10:51:22,US,Android,Organic,3.6.1,1
U003778,2026-01-17 10:55:18,AU,iOS,Search,3.6.1,0
U004371,2026-01-17 11:10:52,US,iOS,Organic,3.6.1,1
U001019,2026-01-17 11:55:12,US,Android,Paid Social,3.5.0,1
U002999,2026-01-17 13:16:24,US,Android,Paid Social,3.5.0,1
U003887,2026-01-17 13:34:44,US,Android,Referral,3.5.0,1
U002365,2026-01-17 13:46:47,CA,iOS,Organic,3.6.1,1
U000782,2026-01-17 14:07:08,US,Android,Organic,3.6.1,1
U001226,2026-01-17 14:07:30,CA,Android,Organic,3.6.1,1
U000986,2026-01-17 14:12:10,AU,Android,Search,3.6.1,1
U001178,2026-01-17 15:14:15,US,iOS,Organic,3.6.1,1
U004896,2026-01-17 15:29:17,US,iOS,Organic,3.6.1,1
U000371,2026-01-17 16:05:40,AU,iOS,Organic,3.6.1,1
U003265,2026-01-17 16:14:21,UK,iOS,Referral,3.6.1,1
U001179,2026-01-17 17:19:29,US,iOS,Influencer,3.6.1,1
U003619,2026-01-17 17:47:53,US,iOS,Influencer,3.6.1,1
U000968,2026-01-17 18:18:27,CA,iOS,Organic,3.4.2,1
U001206,2026-01-17 19:50:42,US,iOS,Referral,3.5.0,1
U003240,2026-01-17 20:29:30,US,Android,Search,3.6.1,1
U000711,2026-01-17 20:42:31,US,Android,Organic,3.4.2,1
U003594,2026-01-17 21:18:55,US,Android,Influencer,3.5.0,1
U000183,2026-01-17 21:38:46,US,iOS,Referral,3.6.1,1
U004999,2026-01-17 21:39:34,US,iOS,Influencer,3.5.0,1
U003544,2026-01-17 22:12:55,US,Android,Search,3.5.0,1
U001277,2026-01-17 22:19:15,CA,iOS,Organic,3.6.1,1
U003062,2026-01-17 23:01:50,US,iOS,Organic,3.6.1,1
U003412,2026-01-17 23:37:23,US,Android,Paid Social,3.4.2,0
U004388,2026-01-17 23:38:28,US,iOS,Organic,3.6.1,1
U000824,2026-01-17 23:41:22,US,iOS,Organic,3.5.0,0
U004322,2026-01-18 00:03:14,UK,Android,Referral,3.6.1,1
U000950,2026-01-18 00:07:26,US,iOS,Paid Social,3.6.1,1
U004335,2026-01-18 00:17:52,US,iOS,Organic,3.5.0,1
U003498,2026-01-18 00:28:18,US,Android,Organic,3.4.2,1
U004345,2026-01-18 00:47:41,AU,iOS,Influencer,3.6.1,1
U003503,2026-01-18 01:33:03,US,Android,Paid Social,3.6.1,0
U002019,2026-01-18 01:35:32,US,iOS,Influencer,3.6.1,1
U000303,2026-01-18 02:07:10,US,iOS,Paid Social,3.4.2,1
U000879,2026-01-18 02:19:33,CA,iOS,Referral,3.5.0,1
U004608,2026-01-18 03:18:18,US,iOS,Organic,3.4.2,1
U001527,2026-01-18 03:26:07,US,iOS,Organic,3.6.1,1
U002981,2026-01-18 04:01:31,US,iOS,Referral,3.6.1,1
U003110,2026-01-18 05:18:19,US,iOS,Organic,3.5.0,1
U003334,2026-01-18 05:36:19,CA,iOS,Referral,3.6.1,1
U003642,2026-01-18 05:48:20,US,iOS,Search,3.4.2,1
U003259,2026-01-18 05:55:50,US,iOS,Organic,3.5.0,1
U003936,2026-01-18 06:06:55,US,Android,Organic,3.6.1,1
U000280,2026-01-18 06:26:04,US,iOS,Organic,3.5.0,1
U001144,2026-01-18 06:52:05,UK,iOS,Search,3.6.1,1
U003631,2026-01-18 07:59:30,US,iOS,Paid Social,3.5.0,1
U000818,2026-01-18 09:21:48,AU,iOS,Influencer,3.6.1,1
U000229,2026-01-18 09:22:17,US,Android,Influencer,3.6.1,1
U001549,2026-01-18 09:35:45,US,iOS,Organic,3.5.0,1
U000425,2026-01-18 09:50:55,US,Android,Paid Social,3.5.0,1
U002469,2026-01-18 09:57:41,US,Android,Organic,3.6.1,1
U004644,2026-01-18 10:20:52,US,Android,Influencer,3.5.0,1
U000174,2026-01-18 10:44:23,US,iOS,Organic,3.4.2,1
U004898,2026-01-18 11:06:22,CA,Android,Paid Social,3.6.1,1
U000848,2026-01-18 11:36:48,US,Android,Paid Social,3.5.0,1
U001515,2026-01-18 11:52:46,UK,iOS,Paid Social,3.6.1,0
U004438,2026-01-18 11:59:06,UK,Android,Search,3.5.0,1
U000390,2026-01-18 11:59:46,CA,iOS,Referral,3.5.0,1
U003380,2026-01-18 12:13:31,US,Android,Organic,3.6.1,1
U002093,2026-01-18 12:20:31,US,iOS,Paid Social,3.5.0,1
U001781,2026-01-18 12:39:01,US,Android,Organic,3.5.0,1
U001785,2026-01-18 12:50:21,US,Android,Search,3.5.0,1
U000359,2026-01-18 13:04:07,US,Android,Organic,3.5.0,1
U002635,2026-01-18 13:25:59,US,iOS,Search,3.5.0,1
U001560,2026-01-18 13:51:06,US,Android,Organic,3.5.0,1
U003182,2026-01-18 14:19:15,UK,iOS,Organic,3.6.1,1
U000462,2026-01-18 14:56:40,US,iOS,Referral,3.4.2,0
U003464,2026-01-18 15:03:31,US,iOS,Organic,3.5.0,1
U002949,2026-01-18 15:22:23,US,Android,Referral,3.5.0,0
U000293,2026-01-18 15:27:46,US,iOS,Organic,3.6.1,1
U002054,2026-01-18 15:41:18,CA,Android,Organic,3.5.0,1
U003926,2026-01-18 15:46:48,AU,Android,Paid Social,3.5.0,1
U002484,2026-01-18 15:55:02,US,iOS,Organic,3.6.1,1
U003580,2026-01-18 15:56:41,US,iOS,Referral,3.5.0,1
U000627,2026-01-18 15:58:31,US,iOS,Organic,3.6.1,1
U000313,2026-01-18 16:05:49,AU,iOS,Referral,3.6.1,1
U002074,2026-01-18 16:07:15,CA,iOS,Paid Social,3.6.1,1
U002129,2026-01-18 16:38:59,US,iOS,Organic,3.6.1,1
U004259,2026-01-18 16:47:18,US,iOS,Search,3.6.1,1
U004073,2026-01-18 17:31:55,US,iOS,Influencer,3.6.1,1
U003858,2026-01-18 18:00:26,US,iOS,Paid Social,3.4.2,1
U003344,2026-01-18 18:04:59,US,Android,Paid Social,3.6.1,1
U003519,2026-01-18 18:38:00,UK,iOS,Organic,3.6.1,0
U003204,2026-01-18 19:19:10,US,Android,Organic,3.6.1,1
U003416,2026-01-18 19:20:41,US,Android,Referral,3.6.1,0
U004695,2026-01-18 19:46:49,US,iOS,Influencer,3.4.2,1
U004173,2026-01-18 19:48:16,US,iOS,Influencer,3.6.1,1
U001700,2026-01-18 21:37:39,CA,Android,Paid Social,3.5.0,0
U003929,2026-01-18 21:41:45,US,iOS,Organic,3.6.1,1
U003239,2026-01-18 21:56:25,US,iOS,Influencer,3.5.0,1
U002379,2026-01-18 22:23:21,US,iOS,Organic,3.5.0,0
U004779,2026-01-18 23:08:46,US,Android,Search,3.5.0,1
U000633,2026-01-18 23:51:47,US,iOS,Paid Social,3.5.0,1
U001889,2026-01-19 01:11:21,US,iOS,Search,3.5.0,1
U001944,2026-01-19 01:20:22,US,iOS,Paid Social,3.6.1,0
U003251,2026-01-19 01:51:08,AU,Android,Search,3.5.0,1
U004659,2026-01-19 02:51:15,US,iOS,Referral,3.6.1,1
U001753,2026-01-19 03:36:26,US,iOS,Influencer,3.6.1,1
U000318,2026-01-19 04:27:57,US,iOS,Referral,3.6.1,1
U001540,2026-01-19 04:35:34,US,iOS,Organic,3.4.2,1
U004080,2026-01-19 04:42:23,US,iOS,Paid Social,3.5.0,1
U004321,2026-01-19 05:05:34,UK,iOS,Search,3.6.1,1
U004428,2026-01-19 05:08:21,US,iOS,Organic,3.5.0,1
U001687,2026-01-19 05:10:38,US,Android,Paid Social,3.6.1,1
U004563,2026-01-19 05:30:17,US,Android,Referral,3.6.1,1
U004352,2026-01-19 05:37:34,US,Android,Organic,3.6.1,1
U004845,2026-01-19 05:40:30,CA,iOS,Paid Social,3.6.1,1
U004914,2026-01-19 06:40:42,CA,iOS,Paid Social,3.4.2,1
U003268,2026-01-19 07:27:29,CA,iOS,Organic,3.5.0,1
U000789,2026-01-19 07:54:43,AU,iOS,Search,3.6.1,1
U001153,2026-01-19 08:01:45,US,iOS,Organic,3.5.0,1
U003774,2026-01-19 08:11:42,US,Android,Search,3.6.1,0
U003902,2026-01-19 08:13:11,US,Android,Referral,3.5.0,1
U003859,2026-01-19 08:33:20,CA,Android,Referral,3.5.0,1
U000511,2026-01-19 09:49:04,US,Android,Search,3.6.1,1
U004611,2026-01-19 09:59:37,US,iOS,Influencer,3.5.0,1
U001205,2026-01-19 10:04:54,US,iOS,Search,3.6.1,1
U002631,2026-01-19 10:13:35,UK,Android,Influencer,3.6.1,1
U001861,2026-01-19 11:00:19,US,Android,Referral,3.4.2,1
U000852,2026-01-19 11:42:17,US,Android,Referral,3.5.0,1
U004301,2026-01-19 12:01:02,US,iOS,Paid Social,3.5.0,1
U001727,2026-01-19 12:12:22,AU,Android,Influencer,3.6.1,0
U001364,2026-01-19 12:29:22,US,Android,Influencer,3.6.1,1
U002966,2026-01-19 12:35:10,US,iOS,Search,3.5.0,1
U003278,2026-01-19 13:28:37,US,Android,Organic,3.5.0,0
U000272,2026-01-19 13:35:10,US,iOS,Influencer,3.5.0,1
U002181,2026-01-19 13:43:41,US,Android,Organic,3.6.1,1
U003696,2026-01-19 13:48:41,US,iOS,Paid Social,3.5.0,1
U001232,2026-01-19 15:31:01,CA,Android,Search,3.6.1,0
U004492,2026-01-19 17:02:33,UK,Android,Search,3.6.1,1
U004132,2026-01-19 17:21:46,US,Android,Referral,3.5.0,1
U000045,2026-01-19 18:10:59,CA,iOS,Search,3.6.1,1
U000643,2026-01-19 18:19:25,US,iOS,Referral,3.4.2,1
U001401,2026-01-19 18:57:00,AU,iOS,Influencer,3.6.1,1
U000604,2026-01-19 19:38:20,CA,iOS,Organic,3.5.0,1
U001063,2026-01-19 19:38:45,UK,iOS,Organic,3.6.1,1
U003613,2026-01-19 19:40:28,UK,iOS,Organic,3.5.0,1
U000236,2026-01-19 20:00:44,CA,Android,Referral,3.5.0,1
U001351,2026-01-19 20:06:05,CA,iOS,Paid Social,3.6.1,1
U001302,2026-01-19 20:10:19,US,Android,Organic,3.5.0,0
U001850,2026-01-19 20:16:27,US,Android,Referral,3.6.1,0
U002231,2026-01-19 20:22:21,US,iOS,Organic,3.5.0,1
U001489,2026-01-19 20:30:47,AU,Android,Organic,3.6.1,1
U003495,2026-01-19 20:34:03,UK,iOS,Search,3.6.1,1
U003689,2026-01-19 20:43:36,CA,iOS,Organic,3.5.0,0
U000792,2026-01-19 20:47:11,US,Android,Organic,3.5.0,1
U002279,2026-01-19 20:51:22,US,iOS,Organic,3.4.2,0
U003708,2026-01-19 21:01:35,CA,iOS,Organic,3.4.2,1
U003995,2026-01-19 21:05:32,US,iOS,Referral,3.6.1,1
U004774,2026-01-19 21:16:11,US,iOS,Search,3.6.1,0
U002014,2026-01-19 21:59:42,UK,iOS,Organic,3.5.0,1
U003257,2026-01-19 22:58:09,CA,Android,Referral,3.5.0,0
U004582,2026-01-19 23:19:33,US,iOS,Referral,3.6.1,0
U000439,2026-01-19 23:33:44,US,iOS,Referral,3.6.1,1
U003637,2026-01-19 23:37:17,US,iOS,Search,3.5.0,1
U003245,2026-01-19 23:55:18,UK,Android,Organic,3.5.0,1
U003812,2026-01-20 00:13:01,US,Android,Influencer,3.6.1,1
U003131,2026-01-20 00:26:20,UK,iOS,Organic,3.4.2,1
U004069,2026-01-20 00:38:25,US,Android,Organic,3.6.1,0
U001420,2026-01-20 01:10:24,US,Android,Organic,3.6.1,1
U000691,2026-01-20 01:14:25,US,Android,Search,3.4.2,1
U004287,2026-01-20 01:56:05,CA,Android,Referral,3.6.1,1
U000540,2026-01-20 02:13:56,US,Android,Paid Social,3.6.1,1
U003009,2026-01-20 02:20:50,US,iOS,Influencer,3.5.0,1
U001958,2026-01-20 02:26:49,US,iOS,Referral,3.5.0,1
U000282,2026-01-20 02:30:17,US,iOS,Influencer,3.6.1,1
U003219,2026-01-20 03:48:47,US,iOS,Paid Social,3.5.0,1
U000574,2026-01-20 05:28:36,CA,iOS,Organic,3.4.2,1
U000773,2026-01-20 05:58:26,UK,Android,Influencer,3.6.1,1
U000320,2026-01-20 06:18:19,CA,Android,Organic,3.5.0,1
U004558,2026-01-20 06:57:52,US,Android,Influencer,3.4.2,1
U004658,2026-01-20 07:05:44,US,Android,Paid Social,3.6.1,1
U000541,2026-01-20 07:08:32,US,iOS,Organic,3.6.1,1
U004604,2026-01-20 08:21:44,US,iOS,Organic,3.6.1,0
U003534,2026-01-20 09:21:50,US,iOS,Organic,3.4.2,1
U002370,2026-01-20 09:36:48,US,Android,Paid Social,3.5.0,0
U000912,2026-01-20 09:44:22,CA,Android,Search,3.4.2,1
U003894,2026-01-20 09:51:11,US,iOS,Organic,3.5.0,1
U004667,2026-01-20 10:17:23,US,iOS,Paid Social,3.5.0,1
U001487,2026-01-20 10:22:18,US,Android,Influencer,3.5.0,1
U003443,2026-01-20 10:49:16,US,iOS,Organic,3.6.1,1
U002340,2026-01-20 10:55:07,US,iOS,Organic,3.6.1,1
U000819,2026-01-20 11:28:57,US,iOS,Paid Social,3.6.1,1
U002803,2026-01-20 11:55:41,US,iOS,Paid Social,3.6.1,1
U003030,2026-01-20 12:30:28,US,iOS,Referral,3.6.1,1
U001845,2026-01-20 12:41:00,US,iOS,Organic,3.6.1,1
U001118,2026-01-20 12:46:00,UK,Android,Organic,3.6.1,1
U000210,2026-01-20 12:57:08,UK,iOS,Referral,3.6.1,1
U003843,2026-01-20 13:19:56,US,iOS,Influencer,3.5.0,1
U000059,2026-01-20 13:51:50,US,Android,Organic,3.5.0,1
U000996,2026-01-20 14:55:18,US,iOS,Organic,3.5.0,1
U004174,2026-01-20 15:05:54,US,iOS,Organic,3.6.1,1
U003374,2026-01-20 15:16:51,CA,iOS,Organic,3.5.0,1
U003348,2026-01-20 16:07:21,US,Android,Referral,3.5.0,1
U004292,2026-01-20 16:37:35,US,iOS,Organic,3.4.2,1
U002299,2026-01-20 16:43:32,US,iOS,Paid Social,3.4.2,1
U000849,2026-01-20 16:51:43,US,Android,Referral,3.4.2,1
U000171,2026-01-20 17:54:58,AU,iOS,Organic,3.6.1,0
U004874,2026-01-20 19:07:53,UK,iOS,Paid Social,3.5.0,1
U000197,2026-01-20 19:09:50,US,iOS,Organic,3.4.2,1
U003777,2026-01-20 19:50:47,US,iOS,Search,3.4.2,1
U000814,2026-01-20 20:00:35,US,Android,Organic,3.5.0,1
U004451,2026-01-20 20:03:16,US,iOS,Search,3.4.2,1
U002458,2026-01-20 20:08:24,US,iOS,Influencer,3.4.2,1
U003607,2026-01-20 20:12:24,US,Android,Referral,3.6.1,0
U001897,2026-01-20 20:26:46,CA,iOS,Influencer,3.6.1,1
U001369,2026-01-20 20:32:52,US,iOS,Organic,3.4.2,1
U004453,2026-01-20 21:07:18,UK,iOS,Paid Social,3.5.0,1
U002346,2026-01-20 21:23:33,CA,iOS,Organic,3.6.1,1
U000089,2026-01-20 21:35:40,US,iOS,Search,3.6.1,1
U001468,2026-01-20 21:36:58,US,Android,Organic,3.6.1,0
U001007,2026-01-20 22:27:46,US,iOS,Paid Social,3.6.1,1
U004781,2026-01-20 23:33:15,US,iOS,Search,3.6.1,1
U001167,2026-01-21 01:29:39,CA,Android,Organic,3.6.1,0
U000269,2026-01-21 01:38:44,US,iOS,Organic,3.6.1,1
U004275,2026-01-21 01:56:29,US,Android,Search,3.5.0,1
U004684,2026-01-21 02:10:03,US,iOS,Organic,3.6.1,1
U003977,2026-01-21 02:18:25,US,iOS,Referral,3.4.2,0
U003429,2026-01-21 02:21:51,US,iOS,Referral,3.6.1,1
U003205,2026-01-21 02:36:46,US,iOS,Organic,3.6.1,1
U003077,2026-01-21 02:37:43,CA,iOS,Search,3.5.0,1
U002503,2026-01-21 02:49:25,UK,Android,Referral,3.6.1,1
U003705,2026-01-21 03:15:28,US,Android,Search,3.5.0,1
U000502,2026-01-21 03:27:54,US,Android,Organic,3.5.0,1
U004434,2026-01-21 03:56:48,US,iOS,Referral,3.6.1,1
U004691,2026-01-21 04:12:00,UK,iOS,Referral,3.4.2,0
U002071,2026-01-21 04:17:43,US,Android,Referral,3.6.1,1
U000098,2026-01-21 04:51:22,US,Android,Search,3.4.2,0
U002988,2026-01-21 05:25:05,UK,iOS,Search,3.6.1,1
U001323,2026-01-21 05:28:58,UK,Android,Paid Social,3.4.2,1
U001482,2026-01-21 06:13:59,US,iOS,Organic,3.5.0,1
U004339,2026-01-21 06:23:31,US,Android,Organic,3.5.0,1
U000706,2026-01-21 06:26:50,CA,Android,Search,3.4.2,0
U004186,2026-01-21 07:24:53,UK,iOS,Referral,3.6.1,1
U004970,2026-01-21 07:32:23,US,iOS,Organic,3.5.0,1
U000584,2026-01-21 09:04:08,CA,iOS,Influencer,3.4.2,1
U001071,2026-01-21 09:42:00,US,iOS,Referral,3.4.2,1
U003799,2026-01-21 09:46:58,US,Android,Organic,3.4.2,0
U003282,2026-01-21 10:14:14,UK,iOS,Referral,3.5.0,0
U001904,2026-01-21 10:58:07,US,iOS,Influencer,3.6.1,1
U004539,2026-01-21 11:09:47,UK,Android,Search,3.5.0,1
U000100,2026-01-21 12:00:46,AU,Android,Paid Social,3.6.1,1
U002156,2026-01-21 13:02:01,UK,iOS,Paid Social,3.5.0,1
U000555,2026-01-21 13:58:37,UK,iOS,Organic,3.4.2,1
U002663,2026-01-21 14:09:21,US,iOS,Paid Social,3.4.2,1
U002384,2026-01-21 14:21:19,UK,iOS,Organic,3.6.1,1
U002153,2026-01-21 15:08:21,AU,iOS,Organic,3.6.1,1
U004559,2026-01-21 15:22:16,US,iOS,Organic,3.6.1,1
U004645,2026-01-21 15:50:51,UK,Android,Organic,3.6.1,0
U002506,2026-01-21 16:02:04,US,iOS,Organic,3.6.1,1
U004631,2026-01-21 16:05:06,US,iOS,Referral,3.6.1,1
U004971,2026-01-21 16:05:56,US,iOS,Organic,3.6.1,1
U002522,2026-01-21 17:00:57,AU,iOS,Influencer,3.5.0,1
U000851,2026-01-21 17:16:31,UK,iOS,Paid Social,3.6.1,0
U001747,2026-01-21 17:29:02,US,iOS,Search,3.6.1,1
U004004,2026-01-21 18:05:21,US,iOS,Search,3.6.1,1
U000334,2026-01-21 18:15:54,US,Android,Organic,3.6.1,1
U002378,2026-01-21 18:20:03,US,Android,Influencer,3.5.0,1
U002727,2026-01-21 18:24:27,US,iOS,Referral,3.5.0,1
U000357,2026-01-21 18:29:13,US,iOS,Paid Social,3.4.2,1
U004110,2026-01-21 18:36:58,US,iOS,Paid Social,3.4.2,1
U001092,2026-01-21 18:40:10,AU,iOS,Influencer,3.4.2,1
U002890,2026-01-21 19:05:32,US,Android,Organic,3.5.0,1
U002736,2026-01-21 19:11:40,US,iOS,Referral,3.6.1,1
U002201,2026-01-21 20:00:51,US,iOS,Paid Social,3.6.1,1
U001964,2026-01-21 20:03:16,UK,Android,Organic,3.5.0,1
U001633,2026-01-21 20:13:15,US,Android,Search,3.6.1,1
U003482,2026-01-21 21:27:48,US,Android,Paid Social,3.6.1,0
U001565,2026-01-21 21:32:02,AU,iOS,Organic,3.4.2,1
U001632,2026-01-21 21:43:30,US,Android,Organic,3.6.1,0
U000553,2026-01-21 22:16:02,CA,iOS,Influencer,3.6.1,1
U001918,2026-01-21 22:29:26,US,Android,Paid Social,3.5.0,1
U001800,2026-01-21 22:37:57,UK,iOS,Organic,3.6.1,1
U004958,2026-01-21 22:39:19,US,Android,Referral,3.5.0,1
U002896,2026-01-21 22:48:07,US,Android,Organic,3.6.1,0
U003781,2026-01-21 23:07:35,US,iOS,Organic,3.6.1,1
U002451,2026-01-21 23:48:22,US,Android,Paid Social,3.5.0,0
U003584,2026-01-22 00:06:36,US,iOS,Referral,3.5.0,1
U004549,2026-01-22 00:29:55,US,Android,Search,3.4.2,1
U001008,2026-01-22 00:35:55,US,iOS,Organic,3.5.0,1
U002137,2026-01-22 00:51:46,AU,iOS,Search,3.6.1,1
U000130,2026-01-22 01:02:14,US,iOS,Paid Social,3.6.1,1
U000894,2026-01-22 01:06:53,AU,iOS,Search,3.4.2,1
U002903,2026-01-22 01:16:43,US,iOS,Paid Social,3.5.0,1
U002692,2026-01-22 01:33:46,US,iOS,Organic,3.6.1,1
U003141,2026-01-22 01:48:11,US,Android,Paid Social,3.5.0,1
U000532,2026-01-22 03:16:21,UK,iOS,Paid Social,3.5.0,0
U000220,2026-01-22 03:27:14,US,Android,Organic,3.6.1,1
U003456,2026-01-22 03:37:05,US,Android,Organic,3.6.1,1
U004806,2026-01-22 04:32:14,CA,iOS,Search,3.4.2,1
U002161,2026-01-22 04:36:19,US,iOS,Referral,3.6.1,0
U000962,2026-01-22 04:41:04,US,Android,Search,3.5.0,0
U000016,2026-01-22 06:13:19,US,iOS,Search,3.5.0,1
U004030,2026-01-22 06:13:49,US,iOS,Paid Social,3.4.2,1
U001601,2026-01-22 06:57:16,AU,iOS,Paid Social,3.6.1,1
U001662,2026-01-22 07:01:11,US,iOS,Organic,3.5.0,1
U001010,2026-01-22 08:11:25,US,Android,Organic,3.6.1,1
U001485,2026-01-22 08:24:21,CA,iOS,Search,3.6.1,1
U000368,2026-01-22 08:31:22,AU,iOS,Paid Social,3.5.0,1
U004368,2026-01-22 10:38:30,US,iOS,Paid Social,3.6.1,1
U002679,2026-01-22 10:42:46,AU,iOS,Organic,3.4.2,1
U001250,2026-01-22 11:01:37,CA,iOS,Referral,3.4.2,1
U002245,2026-01-22 11:17:46,CA,Android,Search,3.6.1,1
U000115,2026-01-22 11:39:53,US,Android,Search,3.5.0,1
U000525,2026-01-22 11:45:05,CA,iOS,Organic,3.5.0,1
U004943,2026-01-22 12:34:46,US,Android,Paid Social,3.5.0,1
U003032,2026-01-22 12:57:43,US,Android,Paid Social,3.6.1,0
U002772,2026-01-22 13:36:20,US,iOS,Organic,3.5.0,1
U003078,2026-01-22 13:46:08,CA,Android,Paid Social,3.5.0,1
U003660,2026-01-22 14:01:11,CA,Android,Referral,3.6.1,1
U004075,2026-01-22 14:26:10,US,iOS,Organic,3.6.1,1
U004899,2026-01-22 14:31:35,US,Android,Referral,3.5.0,1
U004829,2026-01-22 14:40:37,US,Android,Organic,3.6.1,1
U004385,2026-01-22 15:48:05,US,iOS,Organic,3.6.1,0
U003779,2026-01-22 16:57:25,AU,iOS,Organic,3.5.0,1
U003273,2026-01-22 16:57:36,US,Android,Influencer,3.5.0,1
U000957,2026-01-22 17:46:31,US,iOS,Search,3.4.2,1
U004065,2026-01-22 17:57:58,US,iOS,Search,3.6.1,1
U002275,2026-01-22 18:07:56,US,Android,Search,3.5.0,1
U001574,2026-01-22 18:10:45,US,iOS,Referral,3.6.1,1
U003056,2026-01-22 18:30:55,AU,Android,Organic,3.5.0,1
U001471,2026-01-22 18:39:24,US,iOS,Search,3.6.1,1
U000864,2026-01-22 18:43:02,US,iOS,Paid Social,3.5.0,1
U002710,2026-01-22 19:08:03,CA,iOS,Organic,3.6.1,1
U000594,2026-01-22 19:19:50,AU,iOS,Referral,3.6.1,1
U003548,2026-01-22 19:41:20,US,iOS,Paid Social,3.5.0,1
U004274,2026-01-22 19:52:28,CA,iOS,Paid Social,3.5.0,1
U001038,2026-01-22 20:07:45,AU,Android,Search,3.6.1,1
U004464,2026-01-22 20:14:40,US,iOS,Paid Social,3.6.1,1
U004836,2026-01-22 21:00:26,US,Android,Organic,3.6.1,1
U004553,2026-01-22 21:09:57,US,iOS,Paid Social,3.5.0,0
U001160,2026-01-22 21:17:02,US,iOS,Paid Social,3.6.1,1
U003046,2026-01-22 21:20:22,US,iOS,Paid Social,3.4.2,0
U004739,2026-01-22 21:32:01,US,iOS,Organic,3.4.2,0
U004311,2026-01-22 22:11:44,US,iOS,Referral,3.5.0,1
U004679,2026-01-22 22:19:52,AU,Android,Organic,3.6.1,1
U004664,2026-01-22 22:20:50,US,iOS,Search,3.5.0,1
U004657,2026-01-22 22:38:50,CA,iOS,Search,3.5.0,1
U003211,2026-01-22 22:42:52,US,iOS,Organic,3.6.1,1
U003529,2026-01-22 23:39:31,US,Android,Paid Social,3.6.1,1
U000751,2026-01-22 23:43:16,AU,iOS,Paid Social,3.4.2,1
U004405,2026-01-23 00:01:15,US,iOS,Organic,3.4.2,1
U002280,2026-01-23 00:54:49,US,iOS,Referral,3.6.1,0
U003475,2026-01-23 01:04:45,US,Android,Organic,3.6.1,1
U000591,2026-01-23 01:13:21,CA,Android,Paid Social,3.5.0,1
U002621,2026-01-23 01:36:32,AU,Android,Organic,3.6.1,1
