interaction_id,user_id,session_id,request_ts,intent,tool_used,model_name,input_tokens,output_tokens,latency_ms,response_status,resolved_by_agent,escalated_to_human,satisfaction_score
I00000638,U003612,S000343_04,2026-01-16 14:14:00,Quiz Generation,quiz_generator,navi-mini,290,294,2761,success,0,0,
I00000201,U001533,S000131_07,2026-01-16 14:25:00,Study Plan,none,navi-pro,187,553,2772,success,0,0,
I00000917,U000213,S000491_05,2026-01-16 14:40:00,Quiz Generation,quiz_generator,navi-mini,373,207,2344,success,0,0,
I00000764,U000677,S000414_04,2026-01-16 14:42:00,Flashcards,flashcard_maker,navi-mini,212,483,3382,success,1,0,4.0
I00001059,U002233,S000576_03,2026-01-16 14:49:00,Study Plan,calendar_planner,navi-mini,206,364,2612,success,1,0,
I00000240,U001924,S000142_02,2026-01-16 15:16:00,Summarization,document_reader,navi-mini,232,475,2753,success,1,0,
I00001392,U001057,S000750_04,2026-01-16 15:48:00,Homework Help,none,navi-pro,285,367,2562,success,1,0,5.0
I00000403,U000279,S000228_02,2026-01-16 15:57:00,Summarization,none,navi-pro,246,324,2295,success,1,0,
I00000267,U001739,S000164_04,2026-01-16 16:18:00,Study Plan,none,navi-mini,138,467,1922,success,1,0,
I00001452,U003848,S000799_01,2026-01-16 16:23:00,Quiz Generation,none,navi-pro,335,234,2499,success,1,0,
I00001774,U004505,S001007_01,2026-01-16 16:28:00,Summarization,document_reader,navi-mini,246,246,1571,success,1,0,
I00000629,U000665,S000340_03,2026-01-16 16:40:00,Homework Help,none,navi-mini,183,783,2680,success,1,0,3.0
I00000577,U002560,S000307_06,2026-01-16 17:05:00,Homework Help,none,navi-mini,707,174,2028,success,1,0,
I00000282,U003466,S000171_04,2026-01-16 17:24:00,Study Plan,none,navi-mini,336,924,3267,success,0,1,
I00000323,U000252,S000190_03,2026-01-16 17:25:00,Quiz Generation,none,navi-mini,157,358,1862,success,1,0,
I00000771,U002649,S000419_02,2026-01-16 17:38:00,Homework Help,calculator,navi-mini,92,900,4732,success,0,0,
I00000567,U002546,S000295_08,2026-01-16 17:54:00,Quiz Generation,none,navi-pro,103,372,2195,success,1,0,
I00000672,U004256,S000368_05,2026-01-16 17:54:00,Summarization,none,navi-mini,204,493,2245,success,1,0,
I00001350,U004918,S000733_04,2026-01-16 17:54:00,Homework Help,none,navi-mini,278,894,3233,success,0,0,4.0
I00000964,U002068,S000524_05,2026-01-16 18:24:00,Study Plan,calendar_planner,navi-mini,1017,194,3811,success,1,0,
I00001016,U002125,S000546_04,2026-01-16 19:05:00,Homework Help,none,navi-mini,233,477,1793,success,1,0,
I00001386,U002745,S000748_04,2026-01-16 19:11:00,Quiz Generation,none,navi-mini,243,511,2131,success,0,0,
I00000667,U000073,S000360_06,2026-01-16 19:19:00,Homework Help,none,navi-pro,681,431,4167,success,1,0,
I00001186,U000979,S000648_01,2026-01-16 19:34:00,Flashcards,none,navi-mini,188,281,1509,success,1,0,5.0
I00001636,U003434,S000915_01,2026-01-16 19:40:00,Homework Help,none,navi-pro,315,1102,4997,success,0,0,
I00001171,U004702,S000644_06,2026-01-16 19:55:00,Study Plan,none,navi-pro,282,267,2103,success,1,0,
I00000900,U004148,S000487_03,2026-01-16 19:59:00,Homework Help,calculator,navi-mini,395,276,2599,success,1,0,
I00000609,U002397,S000327_06,2026-01-16 20:05:00,Homework Help,calculator,navi-mini,803,270,3230,success,1,0,
I00000406,U001214,S000229_04,2026-01-16 20:09:00,Summarization,none,navi-mini,254,623,2640,success,1,0,5.0
I00001219,U004976,S000661_01,2026-01-16 20:09:00,General Q&A,web_search,navi-mini,250,208,1506,success,1,0,4.0
I00000153,U004740,S000117_02,2026-01-16 20:15:00,Quiz Generation,quiz_generator,navi-mini,639,423,3540,success,1,0,5.0
I00000375,U001170,S000207_05,2026-01-16 20:18:00,Summarization,none,navi-mini,175,694,2750,success,1,0,
I00001533,U000151,S000834_01,2026-01-16 20:18:00,Quiz Generation,quiz_generator,navi-mini,210,417,2495,success,1,0,3.0
I00001721,U004035,S000968_01,2026-01-16 20:28:00,Flashcards,none,navi-mini,407,669,2801,success,1,0,5.0
I00001594,U002160,S000891_01,2026-01-16 21:15:00,Quiz Generation,none,navi-mini,106,427,1795,success,0,0,3.0
I00001415,U002608,S000775_01,2026-01-16 22:21:00,Quiz Generation,quiz_generator,navi-mini,349,560,3780,success,0,0,3.0
I00000961,U004909,S000523_03,2026-01-16 22:28:00,Quiz Generation,quiz_generator,navi-mini,187,1082,5348,success,1,0,4.0
I00000767,U001157,S000418_03,2026-01-16 23:01:00,Homework Help,calculator,navi-pro,712,322,4080,timeout,0,1,
I00000257,U001682,S000153_05,2026-01-16 23:02:00,General Q&A,none,navi-mini,149,437,2091,success,0,0,3.0
I00000248,U004138,S000145_05,2026-01-17 07:10:00,Summarization,document_reader,navi-mini,147,374,1978,success,1,0,
I00000099,U004693,S000083_02,2026-01-17 08:04:00,General Q&A,none,navi-mini,257,734,2598,success,1,0,
I00000071,U003477,S000052_04,2026-01-17 08:14:00,Flashcards,none,navi-mini,522,676,2942,success,1,0,5.0
I00001109,U001719,S000601_05,2026-01-17 08:33:00,Study Plan,none,navi-pro,478,375,2945,success,0,1,
I00001359,U002731,S000737_03,2026-01-17 08:43:00,Flashcards,none,navi-pro,597,576,3566,success,1,0,4.0
I00001330,U000235,S000729_02,2026-01-17 08:52:00,Summarization,none,navi-mini,457,642,3380,success,1,0,
I00000908,U000037,S000490_07,2026-01-17 08:55:00,Summarization,none,navi-mini,497,513,2671,success,1,0,
I00001393,U001057,S000750_06,2026-01-17 10:18:00,Homework Help,calculator,navi-pro,337,412,4017,success,0,0,4.0
I00001280,U003816,S000696_02,2026-01-17 10:29:00,Flashcards,none,navi-mini,305,297,1849,success,1,0,
I00000155,U001657,S000118_05,2026-01-17 10:30:00,Flashcards,none,navi-mini,479,582,3047,success,1,0,5.0
I00000728,U000203,S000390_07,2026-01-17 10:46:00,Flashcards,none,navi-mini,300,937,3448,success,0,1,
I00001557,U000427,S000871_02,2026-01-17 10:49:00,General Q&A,web_search,navi-pro,132,172,2493,success,1,0,
I00001153,U001311,S000634_03,2026-01-17 11:05:00,Summarization,none,navi-mini,362,1237,4273,success,1,0,
I00000022,U004769,S000019_09,2026-01-17 11:18:00,Quiz Generation,quiz_generator,navi-mini,188,550,2962,success,1,0,5.0
I00001213,U002700,S000659_02,2026-01-17 11:40:00,Summarization,none,navi-mini,518,116,1561,success,1,0,
I00000128,U004682,S000102_07,2026-01-17 11:50:00,Summarization,none,navi-mini,241,943,3593,success,0,1,4.0
I00000654,U001131,S000351_07,2026-01-17 12:13:00,Study Plan,none,navi-mini,282,684,2423,success,1,0,4.0
I00000117,U004661,S000090_06,2026-01-17 12:17:00,Quiz Generation,quiz_generator,navi-mini,247,692,4166,success,1,0,4.0
I00001121,U002302,S000611_05,2026-01-17 12:22:00,Homework Help,none,navi-pro,490,931,4838,success,0,1,
I00000202,U001533,S000131_08,2026-01-17 12:44:00,Study Plan,calendar_planner,navi-pro,179,235,3127,success,1,0,5.0
I00001666,U002695,S000938_02,2026-01-17 13:06:00,Quiz Generation,none,navi-pro,304,468,2817,success,0,1,3.0
I00000610,U002397,S000327_07,2026-01-17 13:17:00,Homework Help,none,navi-mini,194,559,2310,success,1,0,
I00000421,U002477,S000236_09,2026-01-17 13:20:00,General Q&A,none,navi-mini,433,377,2348,success,1,0,5.0
I00000237,U000333,S000140_04,2026-01-17 13:24:00,Flashcards,flashcard_maker,navi-mini,179,363,2197,success,0,0,
I00001702,U000659,S000957_02,2026-01-17 13:31:00,Homework Help,none,navi-mini,299,483,2303,success,1,0,
I00000805,U003333,S000443_07,2026-01-17 13:51:00,Summarization,document_reader,navi-pro,508,194,3677,success,1,0,4.0
I00000950,U001347,S000503_01,2026-01-17 13:53:00,Summarization,none,navi-pro,280,174,1754,success,0,0,5.0
I00001797,U000527,S001021_02,2026-01-17 14:00:00,Summarization,document_reader,navi-mini,136,276,2355,success,0,0,
I00001258,U002165,S000685_04,2026-01-17 14:03:00,General Q&A,web_search,navi-mini,268,981,5637,error,0,1,
I00000909,U000037,S000490_08,2026-01-17 14:34:00,General Q&A,web_search,navi-pro,117,398,3247,success,0,0,
I00000336,U004485,S000199_11,2026-01-17 14:58:00,Study Plan,none,navi-mini,481,570,2681,success,0,0,4.0
I00000886,U003846,S000480_04,2026-01-17 15:29:00,Summarization,document_reader,navi-pro,395,279,3220,success,1,0,
I00000529,U000085,S000279_09,2026-01-17 16:18:00,General Q&A,web_search,navi-mini,348,349,2481,success,0,0,
I00001537,U002382,S000841_01,2026-01-17 16:39:00,Flashcards,flashcard_maker,navi-pro,210,658,3970,success,1,0,
I00001765,U002026,S001001_03,2026-01-17 16:39:00,Study Plan,calendar_planner,navi-mini,212,331,2870,success,1,0,5.0
I00001270,U001651,S000694_04,2026-01-17 16:47:00,General Q&A,web_search,navi-mini,328,653,3753,success,0,0,
I00000885,U003846,S000480_03,2026-01-17 17:31:00,General Q&A,none,navi-pro,333,256,2275,success,0,1,3.0
I00001638,U002319,S000921_01,2026-01-17 17:32:00,Summarization,document_reader,navi-mini,362,344,2668,success,0,0,
I00000592,U000356,S000314_07,2026-01-17 17:33:00,Summarization,none,navi-mini,214,454,1907,success,1,0,
I00001680,U002843,S000947_05,2026-01-17 17:48:00,Homework Help,none,navi-mini,436,323,2105,success,0,1,3.0
I00000310,U002916,S000183_03,2026-01-17 17:52:00,Summarization,none,navi-mini,332,309,1848,success,1,0,
I00001299,U004932,S000712_02,2026-01-17 18:14:00,Homework Help,calculator,navi-mini,262,303,2636,success,1,0,
I00001298,U004932,S000712_01,2026-01-17 18:18:00,Flashcards,flashcard_maker,navi-mini,411,467,3679,success,1,0,
I00000633,U003406,S000341_05,2026-01-17 18:19:00,Quiz Generation,quiz_generator,navi-mini,703,1273,8165,success,1,0,4.0
I00001756,U003870,S000996_01,2026-01-17 18:32:00,Quiz Generation,quiz_generator,navi-mini,258,184,1264,success,1,0,4.0
I00000410,U004826,S000230_05,2026-01-17 18:37:00,Summarization,document_reader,navi-mini,450,336,2665,success,1,0,4.0
I00001288,U003811,S000711_02,2026-01-17 18:37:00,Summarization,document_reader,navi-mini,558,632,4070,success,1,0,
I00001038,U002387,S000565_03,2026-01-17 18:40:00,Study Plan,calendar_planner,navi-pro,182,329,3538,success,0,1,3.0
I00000971,U004184,S000528_05,2026-01-17 18:52:00,Homework Help,none,navi-mini,435,319,1664,success,1,0,4.0
I00001012,U002097,S000545_03,2026-01-17 19:25:00,Study Plan,none,navi-pro,132,283,1993,success,1,0,4.0
I00001494,U001443,S000816_02,2026-01-17 19:47:00,Study Plan,none,navi-pro,254,263,2219,success,0,0,
I00000928,U004575,S000497_03,2026-01-17 19:56:00,Summarization,document_reader,navi-mini,133,416,2938,success,1,0,4.0
I00000343,U003256,S000200_04,2026-01-17 20:09:00,Summarization,none,navi-pro,172,978,4446,success,1,0,3.0
I00001313,U001875,S000720_04,2026-01-17 20:10:00,Summarization,document_reader,navi-pro,79,469,3810,success,0,1,3.0
I00001370,U004103,S000743_05,2026-01-17 20:28:00,Study Plan,calendar_planner,navi-mini,322,164,2076,success,0,0,3.0
I00001775,U004505,S001007_02,2026-01-17 20:43:00,Study Plan,calendar_planner,navi-mini,633,252,2793,success,1,0,
I00000658,U003274,S000354_02,2026-01-17 21:08:00,Summarization,document_reader,navi-mini,237,430,3074,success,1,0,5.0
I00001737,U001859,S000979_03,2026-01-17 21:12:00,Study Plan,calendar_planner,navi-mini,204,747,5414,success,0,0,4.0
I00000837,U000813,S000461_03,2026-01-17 21:17:00,Summarization,none,navi-mini,264,563,2391,success,0,1,
I00000249,U004138,S000145_06,2026-01-17 21:18:00,Summarization,document_reader,navi-mini,287,1525,7649,success,1,0,4.0
I00001747,U003657,S000982_01,2026-01-17 22:02:00,Flashcards,none,navi-mini,186,317,1614,success,0,0,4.0
I00000136,U003291,S000106_06,2026-01-17 22:20:00,Summarization,none,navi-mini,676,245,2275,success,1,0,4.0
I00001807,U002345,S001022_01,2026-01-17 22:27:00,Homework Help,none,navi-mini,486,505,2442,success,1,0,
I00000380,U000296,S000208_07,2026-01-18 07:36:00,General Q&A,web_search,navi-mini,219,239,2018,success,1,0,
I00001272,U001651,S000694_07,2026-01-18 07:40:00,Quiz Generation,quiz_generator,navi-pro,137,135,1806,success,1,0,
I00000996,U001737,S000535_05,2026-01-18 07:44:00,Homework Help,none,navi-pro,266,634,3546,success,0,0,
I00001906,U003503,S001090_02,2026-01-18 07:56:00,Quiz Generation,none,navi-mini,256,363,1735,success,1,0,5.0
I00001691,U003347,S000954_03,2026-01-18 08:01:00,Homework Help,none,navi-pro,192,324,1992,success,0,0,
I00001945,U000359,S001121_01,2026-01-18 08:24:00,Summarization,document_reader,navi-mini,349,403,2536,success,1,0,
I00001543,U002712,S000846_02,2026-01-18 08:26:00,Quiz Generation,none,navi-mini,415,366,2083,success,1,0,5.0
I00000461,U000671,S000258_05,2026-01-18 08:28:00,Homework Help,none,navi-mini,238,491,2059,success,1,0,5.0
I00000129,U004682,S000102_08,2026-01-18 09:19:00,Summarization,document_reader,navi-mini,290,517,4459,success,1,0,4.0
I00001371,U004103,S000743_06,2026-01-18 09:39:00,Study Plan,calendar_planner,navi-mini,161,389,2858,success,0,1,3.0
I00001688,U000234,S000953_01,2026-01-18 09:42:00,General Q&A,none,navi-mini,299,347,1506,success,1,0,5.0
I00001214,U002700,S000659_03,2026-01-18 09:58:00,Homework Help,calculator,navi-mini,260,547,3961,success,1,0,
I00001770,U001449,S001004_01,2026-01-18 10:07:00,Study Plan,none,navi-pro,468,530,3798,success,1,0,
I00000574,U002729,S000303_04,2026-01-18 10:20:00,Study Plan,calendar_planner,navi-mini,169,507,2563,success,1,0,
I00001869,U003619,S001071_02,2026-01-18 10:22:00,Homework Help,none,navi-mini,207,547,2300,success,1,0,5.0
I00000800,U001822,S000441_02,2026-01-18 10:26:00,Summarization,none,navi-mini,820,281,2284,success,1,0,
I00001123,U002333,S000612_02,2026-01-18 10:50:00,Flashcards,flashcard_maker,navi-pro,451,559,5377,success,1,0,5.0
I00000462,U000671,S000258_06,2026-01-18 11:28:00,Homework Help,none,navi-mini,462,270,1895,success,0,0,
I00001555,U002550,S000869_02,2026-01-18 11:31:00,Homework Help,calculator,navi-mini,275,389,2401,success,0,0,
I00001734,U004931,S000977_01,2026-01-18 11:45:00,General Q&A,web_search,navi-mini,442,328,3985,success,1,0,3.0
I00001259,U002165,S000685_06,2026-01-18 11:59:00,Flashcards,none,navi-mini,239,965,4067,error,0,1,
I00001237,U004206,S000679_04,2026-01-18 12:08:00,Homework Help,none,navi-mini,216,232,1350,success,0,0,5.0
I00001239,U000148,S000680_05,2026-01-18 13:04:00,Homework Help,calculator,navi-mini,335,351,3147,success,0,1,
I00000441,U004503,S000243_07,2026-01-18 13:07:00,General Q&A,web_search,navi-mini,249,995,4613,success,1,0,
I00001829,U001415,S001047_01,2026-01-18 13:13:00,General Q&A,web_search,navi-mini,267,1132,6271,success,1,0,4.0
I00001179,U000006,S000647_04,2026-01-18 13:20:00,Homework Help,none,navi-pro,272,512,3028,timeout,0,1,
I00000535,U000433,S000283_05,2026-01-18 13:37:00,Summarization,document_reader,navi-mini,249,290,2434,success,0,0,5.0
I00000006,U004366,S000005_04,2026-01-18 13:39:00,Summarization,document_reader,navi-mini,350,464,3247,success,0,0,
I00001390,U002086,S000749_02,2026-01-18 13:45:00,Homework Help,none,navi-pro,336,338,2801,success,1,0,5.0
I00001379,U004596,S000744_06,2026-01-18 13:54:00,Summarization,document_reader,navi-pro,352,566,5144,success,1,0,
I00000814,U001234,S000448_03,2026-01-18 14:03:00,General Q&A,web_search,navi-mini,148,559,2642,success,1,0,
I00001538,U002382,S000841_02,2026-01-18 14:20:00,Quiz Generation,quiz_generator,navi-mini,341,180,2155,success,1,0,4.0
I00000809,U002881,S000446_04,2026-01-18 14:21:00,Summarization,none,navi-mini,357,982,4414,success,1,0,4.0
I00001148,U001218,S000631_03,2026-01-18 14:31:00,Homework Help,calculator,navi-pro,778,246,4209,success,0,0,
I00001933,U003380,S001117_02,2026-01-18 14:36:00,Homework Help,none,navi-mini,276,307,1754,success,1,0,
I00001708,U003808,S000959_01,2026-01-18 15:30:00,Homework Help,calculator,navi-mini,248,724,4205,success,1,0,
I00001846,U001931,S001056_02,2026-01-18 15:32:00,Summarization,none,navi-pro,710,424,3594,success,1,0,
I00001566,U001212,S000877_02,2026-01-18 15:35:00,Homework Help,calculator,navi-mini,232,976,4290,success,0,0,
I00001075,U001909,S000581_06,2026-01-18 15:45:00,Flashcards,flashcard_maker,navi-pro,240,602,3960,success,1,0,
I00001058,U003984,S000570_02,2026-01-18 15:50:00,Homework Help,calculator,navi-mini,217,365,2422,success,1,0,
I00001875,U004999,S001078_01,2026-01-18 15:53:00,Quiz Generation,quiz_generator,navi-mini,185,207,2193,success,1,0,
I00001054,U003533,S000568_05,2026-01-18 16:19:00,Homework Help,none,navi-mini,189,554,2274,success,0,0,4.0
I00000881,U001572,S000478_04,2026-01-18 16:28:00,Quiz Generation,quiz_generator,navi-mini,725,200,2584,success,1,0,5.0
I00001798,U000527,S001021_03,2026-01-18 16:31:00,Quiz Generation,quiz_generator,navi-pro,62,411,2820,success,1,0,
I00001567,U001212,S000877_03,2026-01-18 16:33:00,Flashcards,flashcard_maker,navi-mini,692,657,5123,success,1,0,
I00000440,U004503,S000243_06,2026-01-18 16:36:00,Summarization,document_reader,navi-mini,440,427,3107,success,1,0,
I00000194,U000690,S000130_05,2026-01-18 16:43:00,Study Plan,none,navi-pro,333,1142,5083,success,1,0,
I00000203,U001533,S000131_10,2026-01-18 16:54:00,Summarization,none,navi-pro,273,566,3179,success,0,0,
I00000624,U004838,S000335_05,2026-01-18 16:54:00,Quiz Generation,quiz_generator,navi-mini,306,577,2660,success,0,0,
I00001930,U004438,S001115_01,2026-01-18 17:05:00,Summarization,document_reader,navi-mini,441,546,3194,success,0,0,4.0
I00001628,U000595,S000907_01,2026-01-18 17:10:00,Summarization,document_reader,navi-mini,106,229,1660,success,0,0,
I00000344,U003256,S000200_05,2026-01-18 17:12:00,Study Plan,calendar_planner,navi-mini,457,484,3413,success,0,0,
I00000935,U000349,S000498_06,2026-01-18 18:13:00,Summarization,document_reader,navi-mini,296,275,2182,success,1,0,5.0
I00001690,U003347,S000954_02,2026-01-18 18:24:00,Flashcards,flashcard_maker,navi-mini,313,588,3673,success,1,0,4.0
I00001271,U001651,S000694_06,2026-01-18 19:28:00,Flashcards,flashcard_maker,navi-pro,258,290,3434,success,0,0,
I00001674,U002846,S000941_01,2026-01-18 19:43:00,Quiz Generation,none,navi-mini,236,363,2045,success,0,0,
I00001405,U004376,S000758_04,2026-01-18 19:52:00,Flashcards,none,navi-pro,229,369,2487,success,0,0,
I00000047,U000498,S000032_07,2026-01-18 20:01:00,Flashcards,flashcard_maker,navi-mini,354,298,2271,success,1,0,4.0
I00001818,U002688,S001036_01,2026-01-18 20:12:00,Summarization,document_reader,navi-mini,243,388,2496,success,1,0,
I00001033,U001177,S000564_04,2026-01-18 20:29:00,Summarization,document_reader,navi-mini,191,471,3099,success,1,0,
I00000456,U000400,S000254_02,2026-01-18 20:37:00,Study Plan,calendar_planner,navi-pro,389,773,6764,success,1,0,
I00000929,U004575,S000497_04,2026-01-18 20:58:00,Homework Help,calculator,navi-mini,278,820,4205,success,0,0,
I00001149,U001218,S000631_04,2026-01-18 21:03:00,General Q&A,none,navi-mini,197,417,1744,success,1,0,
I00001979,U001700,S001146_01,2026-01-18 21:13:00,Quiz Generation,quiz_generator,navi-mini,465,350,2675,success,1,0,
I00001913,U002981,S001096_01,2026-01-18 21:14:00,General Q&A,web_search,navi-pro,372,615,5485,success,1,0,
I00000573,U002729,S000303_03,2026-01-18 21:58:00,General Q&A,web_search,navi-mini,170,943,5021,success,0,0,4.0
I00000311,U002916,S000183_04,2026-01-18 22:02:00,Homework Help,none,navi-mini,498,173,1529,success,1,0,
I00001776,U004505,S001007_03,2026-01-18 22:33:00,Quiz Generation,quiz_generator,navi-mini,207,217,89135,success,0,0,2.0
I00000939,U002235,S000499_01,2026-01-18 22:43:00,General Q&A,web_search,navi-mini,280,321,2784,success,0,0,5.0
I00000402,U002013,S000225_03,2026-01-18 22:56:00,Homework Help,none,navi-mini,101,586,2603,timeout,0,1,
I00001224,U002817,S000667_03,2026-01-19 07:30:00,Homework Help,none,navi-mini,345,363,2142,success,1,0,
I00001879,U003544,S001079_02,2026-01-19 07:30:00,Summarization,document_reader,navi-pro,134,263,2129,success,1,0,
I00000430,U002979,S000240_04,2026-01-19 07:41:00,Flashcards,flashcard_maker,navi-pro,220,412,3830,success,1,0,
I00000815,U001234,S000448_04,2026-01-19 07:45:00,Homework Help,calculator,navi-mini,204,168,1652,success,1,0,
I00000258,U001682,S000153_06,2026-01-19 08:05:00,Quiz Generation,quiz_generator,navi-mini,200,512,3405,success,0,0,
I00000210,U003785,S000133_06,2026-01-19 08:36:00,Quiz Generation,quiz_generator,navi-pro,608,318,4391,success,1,0,
I00001110,U001719,S000601_06,2026-01-19 08:42:00,General Q&A,none,navi-mini,350,712,2715,success,0,0,
I00000816,U001234,S000448_05,2026-01-19 08:53:00,Summarization,none,navi-mini,189,722,2779,success,0,0,
I00002015,U001401,S001192_01,2026-01-19 08:56:00,Study Plan,calendar_planner,navi-mini,362,201,2027,success,1,0,5.0
I00000465,U003957,S000259_03,2026-01-19 09:08:00,Flashcards,none,navi-pro,450,287,2840,success,1,0,
I00001215,U002700,S000659_04,2026-01-19 09:30:00,General Q&A,web_search,navi-mini,165,273,2169,success,1,0,3.0
I00000454,U001679,S000252_04,2026-01-19 09:31:00,Study Plan,none,navi-mini,488,357,2466,success,1,0,
I00001454,U004832,S000802_02,2026-01-19 09:41:00,Study Plan,none,navi-mini,176,443,1937,success,1,0,5.0
I00000431,U002979,S000240_05,2026-01-19 09:43:00,Summarization,document_reader,navi-mini,214,275,2088,success,1,0,
I00000163,U002088,S000122_07,2026-01-19 09:53:00,Flashcards,flashcard_maker,navi-mini,381,461,3845,success,1,0,4.0
I00001324,U004036,S000726_05,2026-01-19 10:06:00,Study Plan,none,navi-mini,323,685,3460,success,1,0,
I00000350,U002253,S000201_08,2026-01-19 10:08:00,Summarization,document_reader,navi-mini,118,373,3047,success,1,0,
I00000999,U003873,S000538_03,2026-01-19 10:14:00,Homework Help,calculator,navi-mini,1054,1415,7385,success,1,0,
I00001000,U003873,S000538_04,2026-01-19 10:14:00,Homework Help,calculator,navi-mini,201,244,2458,success,1,0,2.0
I00000075,U000077,S000056_04,2026-01-19 10:17:00,General Q&A,web_search,navi-pro,185,253,3024,success,0,1,
I00001430,U004271,S000780_04,2026-01-19 11:21:00,Summarization,document_reader,navi-mini,405,576,4268,success,0,0,3.0
I00000626,U001305,S000336_02,2026-01-19 11:40:00,Homework Help,calculator,navi-mini,482,491,3907,success,0,0,
I00000943,U004365,S000500_04,2026-01-19 11:53:00,Study Plan,none,navi-mini,491,286,1916,success,1,0,
I00000578,U002952,S000309_04,2026-01-19 11:56:00,Summarization,document_reader,navi-mini,116,547,2383,success,1,0,
I00001273,U001651,S000694_08,2026-01-19 12:02:00,Homework Help,calculator,navi-mini,500,1105,4806,success,1,0,4.0
I00000936,U000349,S000498_07,2026-01-19 12:06:00,General Q&A,web_search,navi-mini,162,283,2237,success,1,0,4.0
I00001870,U003619,S001071_03,2026-01-19 12:48:00,General Q&A,web_search,navi-pro,113,353,3350,success,1,0,
I00000959,U002339,S000514_03,2026-01-19 12:58:00,Quiz Generation,quiz_generator,navi-pro,323,363,3156,success,0,0,
I00001067,U003296,S000580_08,2026-01-19 13:12:00,Homework Help,none,navi-pro,300,491,3649,success,1,0,4.0
I00000145,U002043,S000107_07,2026-01-19 13:21:00,Study Plan,calendar_planner,navi-pro,164,567,4592,success,1,0,
I00000689,U003932,S000378_06,2026-01-19 13:55:00,Summarization,none,navi-pro,245,918,4253,success,1,0,
I00001583,U000194,S000887_03,2026-01-19 13:55:00,Homework Help,calculator,navi-mini,386,1434,8187,success,1,0,4.0
I00001595,U002160,S000891_02,2026-01-19 13:57:00,Summarization,none,navi-mini,353,299,1697,success,1,0,
I00001951,U003464,S001126_01,2026-01-19 14:21:00,General Q&A,none,navi-mini,206,568,2100,success,1,0,
I00000304,U004419,S000182_07,2026-01-19 14:54:00,General Q&A,none,navi-pro,200,487,3034,error,0,1,
I00000078,U004487,S000057_04,2026-01-19 15:18:00,Flashcards,flashcard_maker,navi-mini,176,293,2138,success,1,0,
I00001163,U003998,S000639_07,2026-01-19 15:24:00,General Q&A,web_search,navi-mini,253,335,2472,success,1,0,
I00000878,U000530,S000476_08,2026-01-19 15:45:00,Flashcards,flashcard_maker,navi-mini,215,941,4681,success,1,0,4.0
I00001233,U004602,S000673_04,2026-01-19 15:47:00,Quiz Generation,none,navi-mini,389,418,2045,success,1,0,
I00000156,U001657,S000118_06,2026-01-19 16:13:00,Summarization,document_reader,navi-mini,205,673,3880,success,1,0,
I00000422,U002477,S000236_10,2026-01-19 16:36:00,Study Plan,none,navi-mini,215,1042,4281,success,0,0,
I00001425,U004318,S000778_03,2026-01-19 17:03:00,Flashcards,flashcard_maker,navi-mini,394,398,2868,success,1,0,4.0
I00001207,U001782,S000658_06,2026-01-19 17:08:00,Summarization,document_reader,navi-mini,238,787,3538,success,0,0,
I00001864,U001179,S001070_01,2026-01-19 17:10:00,Flashcards,none,navi-mini,364,437,1769,success,1,0,
I00001841,U003554,S001055_01,2026-01-19 17:15:00,Summarization,none,navi-pro,272,429,2465,success,0,0,
I00001461,U002166,S000804_04,2026-01-19 17:17:00,Homework Help,calculator,navi-mini,237,184,2180,success,1,0,
I00000716,U001274,S000387_06,2026-01-19 17:29:00,Study Plan,calendar_planner,navi-mini,250,561,4655,success,0,1,
I00001670,U001830,S000939_02,2026-01-19 17:30:00,Study Plan,calendar_planner,navi-mini,390,594,4229,success,1,0,5.0
I00000639,U003612,S000343_06,2026-01-19 17:36:00,Study Plan,none,navi-mini,263,345,1601,timeout,0,1,
I00000554,U002273,S000289_02,2026-01-19 18:07:00,Summarization,none,navi-mini,321,912,3544,success,1,0,
I00001575,U003408,S000881_03,2026-01-19 18:33:00,Summarization,none,navi-mini,269,346,1441,success,0,0,
I00001830,U001415,S001047_02,2026-01-19 18:34:00,Study Plan,none,navi-pro,233,402,2805,success,1,0,3.0
I00000098,U000885,S000076_05,2026-01-19 18:45:00,Flashcards,none,navi-pro,116,758,3799,success,1,0,
I00001971,U002129,S001136_01,2026-01-19 18:45:00,Homework Help,none,navi-pro,194,558,3046,success,0,1,
I00001521,U003645,S000825_03,2026-01-19 19:04:00,General Q&A,none,navi-mini,452,368,2487,success,0,0,4.0
I00001304,U001263,S000716_04,2026-01-19 19:08:00,Homework Help,none,navi-mini,256,378,1817,success,0,1,
I00001649,U001815,S000932_02,2026-01-19 19:25:00,Homework Help,calculator,navi-pro,383,794,5736,success,0,0,
I00000291,U002498,S000175_11,2026-01-19 19:34:00,Homework Help,calculator,navi-pro,266,479,4397,success,1,0,4.0
I00001878,U003544,S001079_01,2026-01-19 19:41:00,Summarization,document_reader,navi-mini,442,572,3390,success,1,0,5.0
I00001289,U003811,S000711_03,2026-01-19 19:44:00,Quiz Generation,quiz_generator,navi-pro,598,319,4697,success,1,0,
I00000110,U003454,S000088_06,2026-01-19 19:49:00,General Q&A,none,navi-mini,508,438,2525,success,0,0,
I00001820,U000965,S001038_01,2026-01-19 19:56:00,Homework Help,calculator,navi-pro,334,195,2716,success,0,0,4.0
I00001325,U004036,S000726_06,2026-01-19 20:19:00,General Q&A,web_search,navi-mini,254,1771,9934,success,1,0,5.0
